date,employee_title,location,employee_status,review_title,years_at_company,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt
2017-10-03, Undergraduate Research Assistant (Temporary Employee),"Austin, TX",Former Employee ,JJ Pickle Research Campus - Institute for Geophysics: Gulf Basin Depositional Synthesis Project,More than a year,0,"Environment is very intimate, with a relatively small number of employees consisting of undergrad, masters, and doctoral students, assisting mostly senior level research geologists with various tasks. Excellent network of highly qualified and accredited researchers to work with, some of whom take on graduate students. GBDS has a very large database of GIS data, continental and offshore seismic lines in and around the Gulf of Mexico (mostly proprietary), academic publications, and mapping software, made available to sponsors and affiliated researchers (including graduate and doctoral students).","Funding for GBDS comes directly from sponsors, most of which are industry related oil and gas companies, meaning all department finances (employee salaries, research funding, etc.) are entirely reliant on the success and momentum of oil and gas and their market value - as such, GBDS is heavily controlled by politics. Additionally, undergraduate student workers have predominantly one job, digitizing well logs, which equates to tracing a line with a mouse for hours on end; the environment is also very quiet and can be a bit dreary and depressing at times.","Refrain from letting interdepartmental politics so heavily dictate operations and stifle relationships between researchers. While GBDS is an academic research project of a higher learning institution, being cutthroat in regards to publication co-authorships or ones job status within the project does nothing but hinder the efficiency and end product of the very research being conducted.",4.0,4.0,4.0,4.0,3.0,2.0
2017-10-03,,,Current Employee ,It's ok,,0,"Fair salary, good city to have some fun",Terrible food except for texas bbq,,4.0,,,,,
2017-10-03,,,Current Employee ,Graduate Research Assistant,,0,very friendly environment promoting cross disciplinary work,the weather is too hot,,4.0,5.0,5.0,4.0,3.0,3.0
2017-10-04,,,Current Employee ,Web Services Intern,,0,"Great place to work, Great City",Not as much freedom for career advancement,,4.0,5.0,5.0,5.0,2.0,5.0
2017-10-03, Teaching Assistant,"Austin, TX",Current Employee ,teaching assistant,More than a year,0,flexible hours and good pay,sometimes hard to get more hours,,3.0,3.0,4.0,2.0,3.0,3.0
2017-10-02, Specialist,"Austin, TX",Former Employee ,Fine,,0,"Time off, benefits transportation,
Programming on campus, friendly people friendly students lovely campus, lots of stuff an
To do

Vacation","Not flexible work schedule. Can't work from home. Parking, cost of parking, pay, professional development opportunities, upward mobility to grow",,3.0,3.0,2.0,4.0,2.0,2.0
2017-09-17, Graduate Research Assistant,"Austin, TX",Current Employee ,UT ICMB PhD student,More than 3 years,0,"great research environment, high quality faculty and colleagues",depends on which advisor you end up with.,,5.0,3.0,5.0,5.0,4.0,4.0
2017-10-02, IT Specialist,"Austin, TX",Former Employee ,Great working environment!,More than a year,0,Coworkers are some of the best and brightest people I've ever worked with. People are really willing to help out too.,Parking is really bad - it really adds to the commute and expense!,Keep doing things the way you do in ITS - you've got some really great people in that division!,4.0,5.0,4.0,3.0,4.0,4.0
2017-09-16,,,Current Employee ,Great place to get an education,,0,"-strong engineering programs
-good professors
-a lot of support","-hot climate
-large, spread-out campus
-constant construction",,5.0,,,,,
2017-09-15,,,Current Employee ,UA,,0,Not too stressful and a lot of autonomy,Long shifts sometimes but not too bad,,5.0,5.0,5.0,5.0,5.0,5.0
2017-09-14,,,Former Employee ,Work here!,,0,"Great staff, solid break rooms.",Parking is not the best here.,,5.0,4.0,4.0,4.0,4.0,4.0
2017-09-14,,,Current Employee ,Teaching Assistance,,0,"instate tuition wavier, monthly payroll and other benefit",pressure on the research and teaching as well as course work,,5.0,,,,,
2017-09-28,,,Current Employee ,"Comparatively poor pay, hours aren't bad",,0,20 hour/week appointments but usually only 10 hrs,"Exploitive wages, the stipends haven't raised even though cost of living has quadrupled",,3.0,,,,,
2017-09-28,,,Current Employee ,"Good work environment, bad pay",,0,People are eager to help one another out,Bad compensation for the work involved,,3.0,5.0,4.0,3.0,1.0,4.0
2017-09-13,,,Current Employee ,RecSports,,0,"Works well with class schedules.
Meet new people.
Leadership experience.
Fun, fast paced environment.","Compensation.
Politics of academia.",,5.0,5.0,5.0,5.0,5.0,5.0
2017-09-14, Undergraduate Research Assistant,"Austin, TX",Current Employee ,Student Working Part Time,More than a year,0,"Good pay, Very flexible hours, understanding of student schedules",Job postings obscure and sometimes hard to follow or find out about,Hirealonghorn.com is great but there needs to be more uniformity in the applications to save time for applicants,5.0,5.0,5.0,5.0,5.0,4.0
2017-09-14,,,Current Employee ,Graduate research assistant,,0,Provide funding for graduate students,There is no cons for me,None,5.0,5.0,5.0,5.0,5.0,5.0
2017-09-12,,,Current Employee ,Student,,0,UT Austin is a great school,it is very large and difficult to meet people,,5.0,3.0,3.0,5.0,3.0,3.0
2017-09-26, Research Fellow,,Current Employee ,Good place to do research and live,More than a year,0,"Low housing rate, nice people around","small town, hot summer, far away from other cities",,4.0,4.0,4.0,4.0,3.0,3.0
2017-09-26,,,Former Employee ,Great place to work,,0,"Great place to work, HR is very supportive.","Pay is capped, couldn't earn beyond a max hourly rate.",,4.0,4.0,5.0,3.0,2.0,5.0
2017-09-11,,"Austin, TX",Current Employee ,Student Worker,More than a year,0,"Easy schedule, employers tend to work around your classes! We also get access to a lot of cool online courses - we get some the same benefits as full-time employees (early access to football tickets!)",It can be tough to juggle work with school,,5.0,5.0,4.0,4.0,5.0,5.0
2017-09-11, Grader,"Austin, TX",Former Employee ,Math Department Review,More than 3 years,0,"Very Good Flexible Culture, Great co workers","No path to leadership positions, take initiative yourself",,5.0,5.0,5.0,5.0,4.0,5.0
2017-09-10, Student Technician,"Austin, TX",Current Employee ,Student IT Technician,More than a year,0,"work around school hours
good environment to work in
relaxed and comfortable clothing",Tedious work in labs for set up,,5.0,4.0,5.0,1.0,3.0,5.0
2017-09-11,,"Austin, TX",Current Employee ,Student Worker,More than a year,0,"Easy schedule, employers tend to work around your classes! We also get access to a lot of cool online courses - we get some the same benefits as full-time employees (early access to football tickets!)",It can be tough to juggle work with school,,5.0,5.0,4.0,4.0,5.0,5.0
2017-09-24,,,Current Employee ,Graduate Research Assistant/ Teaching Assistant,More than 5 years,0,"On UT campus there has a diverse and equal environment, great facilities of sports and daily life. Staff are friendly and one is always appreciated and respected by others.","The pay is quite low. The administration (department, school, etc) never care nor respect about employee's value and benefits. Restrictive for one's career path.","UT should be more innovative, state-of-the-art research and application, connected more with technology nationwide and be more ambitious for a top rank in the nation.",3.0,5.0,2.0,3.0,1.0,1.0
2017-09-09, Greeter,"Austin, TX",Former Employee ,Reasonable Pay and Reasonable Hours,More than a year,0,"The hours were very flexible and not overwhelming for a student
Can study during work
Not too demanding",There are no cons if you plan well,,5.0,5.0,5.0,2.0,5.0,5.0
2017-09-23, Unemployed,"Los Angeles, CA",Former Employee ,Former Assistant Instructor,Less than a year,0,Fantastic health benefits and overall low cost of living compated to NYC and LA,Pay is far too low and rents are rising. One cannot afford a modest studio if following the 30% of your paycheck rule,"Pay grad student instructors at least 5k more per year, even that would make a big difference",3.0,3.0,3.0,2.0,5.0,3.0
2017-09-08,,,Current Employee ,Research,,0,There are lot of research opportunities in STEM fields,UTA located in downtown Austin. Expensive living,,5.0,5.0,5.0,4.0,4.0,4.0
2017-09-09,,,Current Employee ,From the angle of a student employer,,0,Many interesting people around. Austin is a nice place to live in general.,Hard to find parking spots on campus. Texas is too hot.,,5.0,5.0,5.0,5.0,5.0,5.0
2017-09-09, Postdoctoral Fellow,"Austin, TX",Current Employee ,Great place to work!,Less than a year,0,"Open mentality, great research environment, personal connections nurtured, amazing personal development opportunities, outstanding support.","Quite large organization, it is easy to get lost.",,5.0,4.0,5.0,5.0,5.0,5.0
2017-09-08,,,Former Employee ,Great graduate experience,,0,"Many resources to help with classes and research, and professors were very friendly.",Austin can get pretty hot,,5.0,5.0,5.0,5.0,4.0,5.0
2017-09-21, Graduate Research Assistant,"Austin, TX",Current Employee ,Good University,More than 3 years,0,The professors are nice and they gave good advices,The course setting is not ideal. Some courses are mandatory and useless. Some accidents happen on the campus.,"For Petroleum Engineering, I think it is necessary to change the graduate course requirement.",4.0,5.0,5.0,4.0,3.0,4.0
